,cut,color,clarity,depth,carat,table,x,y,z,price
3909,Ideal,H,SI2,61.5,0.72,56.0,5.8,5.75,3.55,2131
3910,Good,F,SI2,62.7,1.01,61.0,6.28,6.38,3.97,3886
3911,Very Good,I,IF,62.1,1.51,59.0,7.25,7.31,4.52,12291
3912,Ideal,G,SI2,61.5,0.9,57.0,6.19,6.23,3.82,4032
3913,Very Good,F,SI2,63.3,1.03,59.0,6.35,6.32,4.01,3692
3914,Very Good,I,SI1,63.3,1.2,57.0,6.7,6.66,4.23,4704
3915,Very Good,G,VS2,61.0,1.6,57.0,7.55,7.59,4.62,14383
3916,Ideal,F,VS1,62.1,0.26,54.0,4.12,4.13,2.56,618
3917,Very Good,I,SI1,63.5,0.78,57.0,5.79,5.86,3.7,2348
3918,Premium,F,SI2,61.1,1.02,59.0,6.41,6.45,3.93,4459
3919,Fair,E,SI2,65.3,1.02,59.0,6.28,6.22,4.08,3838
3920,Ideal,I,VS2,59.9,0.31,57.0,4.38,4.4,2.63,435
3921,Very Good,H,VVS1,63.3,0.3,55.0,4.34,4.29,2.73,878
3922,Very Good,F,SI1,59.7,0.7,56.9,5.73,5.86,3.46,2403
3923,Ideal,E,VS2,61.4,0.3,59.0,4.3,4.27,2.63,911
3924,Ideal,J,SI2,59.0,1.01,59.0,6.57,6.61,3.89,3982
3925,Ideal,J,VS2,62.5,1.09,55.0,6.64,6.58,4.13,3615
3926,Very Good,H,SI2,63.3,2.07,56.0,8.1,8.08,5.12,15992
3927,Good,I,VS2,63.8,0.9,55.0,6.07,6.16,3.9,3303
3928,Premium,I,SI2,62.1,2.14,58.0,8.31,8.23,5.13,12970
3929,Premium,G,VVS1,61.5,0.33,59.0,4.42,4.46,2.73,810
3930,Good,G,SI2,63.7,2.52,59.0,8.57,8.52,5.44,17608
3931,Ideal,G,SI2,61.0,1.06,57.0,6.56,6.61,4.02,4578
3932,Ideal,H,VS2,62.8,0.8,57.0,5.91,5.87,3.7,2834
3933,Very Good,E,SI1,62.0,0.9,62.0,6.11,6.21,3.82,4144
3934,Very Good,I,SI1,62.5,0.88,56.0,6.06,6.19,3.83,2699
3935,Very Good,G,SI2,60.9,1.64,57.0,7.57,7.61,4.62,8794
3936,Very Good,I,VS2,62.1,0.7,56.0,5.7,5.74,3.55,2188
3937,Premium,G,SI2,62.3,1.02,58.0,6.41,6.38,4.0,3892
3938,Very Good,G,SI2,62.7,1.04,57.0,6.4,6.46,4.03,4125
3939,Premium,H,VS2,60.6,1.2,58.0,6.88,6.82,4.15,6666
3940,Ideal,E,VVS1,61.8,0.33,57.0,4.43,4.4,2.73,1052
3941,Good,D,SI1,63.8,1.01,58.0,6.38,6.34,4.06,5543
3942,Good,F,SI1,63.7,1.01,57.0,6.4,6.35,4.06,4989
3943,Ideal,G,VS1,62.0,0.57,55.0,5.35,5.29,3.3,1949
3944,Very Good,H,SI1,62.2,2.01,60.0,8.05,8.0,4.99,17434
3946,Very Good,F,SI2,63.2,1.04,58.0,6.39,6.34,4.02,4013
3947,Ideal,G,VVS2,61.6,0.9,56.0,6.2,6.23,3.83,6302
3948,Ideal,D,VS2,62.7,0.31,57.0,4.34,4.3,2.71,942
3949,Good,F,VS1,59.4,0.72,61.0,5.82,5.89,3.48,2897
3950,Ideal,F,SI1,61.9,0.42,54.0,4.87,4.83,3.0,838
3951,Ideal,F,SI2,61.9,0.72,57.0,5.74,5.79,3.57,2058
3952,Ideal,I,SI1,61.9,1.04,54.0,6.51,6.57,4.05,4941
3953,Ideal,E,VS1,60.2,0.31,56.0,4.44,4.39,2.66,804
3954,Premium,G,VVS2,60.4,0.3,60.0,4.34,4.3,2.61,819
3955,Premium,G,IF,62.9,0.3,58.0,4.25,4.21,2.66,956
3956,Good,G,VS2,59.3,0.5,65.0,5.1,5.12,3.03,1259
3957,Ideal,I,VS2,61.6,0.7,56.0,5.67,5.72,3.51,2351
3958,Ideal,J,VS2,61.8,2.02,57.0,8.11,8.14,5.02,14766
3959,Premium,I,SI2,62.6,1.51,59.0,7.31,7.28,4.57,7292
3960,Premium,G,SI1,59.9,0.62,58.0,5.56,5.49,3.31,1572
3961,Very Good,D,SI1,62.2,0.38,53.8,4.65,4.69,2.9,831
3962,Good,H,VS1,64.3,1.5,57.0,7.12,7.0,4.54,8736
3963,Premium,D,SI1,59.5,1.0,60.0,6.49,6.42,3.84,5488
3964,Very Good,F,VS2,60.8,1.7,60.0,7.65,7.68,4.66,17597
3965,Very Good,I,VVS1,62.0,0.41,56.0,4.75,4.77,2.95,863
3966,Premium,F,VVS2,61.2,0.85,60.0,6.1,6.13,3.74,4530
3967,Very Good,E,VVS1,62.7,1.0,54.0,6.36,6.39,4.0,10463
3968,Very Good,G,VVS2,63.5,0.3,56.0,4.34,4.29,2.74,878
3969,Very Good,F,VS2,62.2,0.7,56.0,5.67,5.75,3.55,2325
3970,Very Good,J,VS1,62.8,0.33,58.0,4.38,4.41,2.76,434
3971,Ideal,I,SI1,61.0,0.7,57.0,5.71,5.74,3.5,2287
3972,Ideal,G,VS1,59.9,0.3,56.0,4.37,4.41,2.63,605
3973,Very Good,G,VS1,61.0,0.27,54.0,4.19,4.21,2.56,439
3974,Ideal,E,VS1,61.2,0.72,56.0,5.78,5.83,3.55,3409
3975,Premium,I,SI1,60.5,1.0,59.0,6.54,6.49,3.94,4200
3976,Ideal,J,VS2,61.4,0.35,55.0,4.55,4.57,2.8,446
3977,Good,F,SI1,57.9,1.0,62.0,6.55,6.58,3.8,4961
3978,Ideal,E,VVS2,61.9,0.54,54.5,5.22,5.25,3.23,2479
3979,Premium,D,SI1,60.3,1.0,59.0,6.44,6.47,3.89,5775
3980,Good,H,VS1,63.8,1.01,59.0,6.34,6.3,4.03,5515
3981,Premium,D,SI2,60.0,1.02,62.0,6.59,6.5,3.93,4381
3982,Premium,I,VS2,59.9,1.51,60.0,7.42,7.36,4.43,10010
3983,Very Good,H,SI2,63.3,2.48,56.0,8.6,8.55,5.43,15746
3984,Premium,I,SI2,62.1,2.32,58.0,8.47,8.43,5.25,10913
3985,Ideal,F,SI1,60.8,0.79,55.0,5.98,6.05,3.66,3210
3986,Ideal,E,VVS2,61.6,0.32,55.0,4.42,4.45,2.73,790
3987,Premium,H,VS1,62.0,1.03,59.0,6.48,6.45,4.01,5624
3988,Ideal,D,VS1,62.5,0.56,56.0,5.26,5.3,3.3,2292
3989,Fair,I,SI2,65.2,1.03,56.0,6.42,6.35,4.16,3530
3990,Very Good,G,SI1,63.5,2.0,56.0,7.9,7.97,5.04,18818
3991,Premium,F,VS2,62.1,0.33,59.0,4.39,4.44,2.74,666
3992,Premium,E,VVS1,61.9,0.62,59.0,5.62,5.5,3.44,3073
3993,Premium,E,VVS2,61.8,0.41,59.0,4.78,4.74,2.94,1243
3994,Premium,I,VVS1,61.2,0.7,59.0,5.69,5.65,3.47,2536
3995,Very Good,D,VVS2,61.7,0.5,59.0,5.02,5.09,3.12,2115
3996,Ideal,E,VS1,62.7,0.56,56.0,5.26,5.3,3.31,1608
3997,Premium,G,VS2,61.5,0.31,59.0,4.35,4.33,2.67,698
3998,Fair,D,SI1,64.6,0.7,57.0,5.6,5.57,3.61,2318
3999,Ideal,G,VS1,61.4,0.41,55.0,4.78,4.8,2.94,899
4000,Premium,D,SI2,60.1,0.42,58.0,4.83,4.88,2.92,700
4001,Ideal,F,SI1,60.0,1.01,56.0,6.55,6.49,3.91,5274
4002,Ideal,J,VS1,61.3,1.52,55.0,7.42,7.39,4.54,7740
4003,Premium,G,VS2,61.1,0.32,58.0,4.42,4.45,2.71,561
4004,Premium,D,SI2,59.9,0.4,60.0,4.74,4.78,2.85,666
4005,Ideal,H,VS2,62.0,0.77,56.0,5.89,5.86,3.64,2763
4006,Ideal,G,SI1,61.3,0.32,57.0,4.42,4.45,2.72,461
4007,Ideal,J,SI1,62.7,0.72,56.0,5.75,5.67,3.58,1929
4008,Very Good,J,VS2,61.6,0.3,61.0,4.28,4.33,2.65,368
4009,Good,E,VVS2,64.2,0.6,55.0,5.31,5.34,3.42,2511
4010,Ideal,E,I1,61.8,1.0,56.0,6.38,6.43,3.96,3520
4011,Ideal,F,VVS1,62.3,0.31,54.0,4.38,4.39,2.73,815
4012,Ideal,G,VS1,61.9,1.18,56.0,6.81,6.76,4.2,8556
4013,Very Good,I,SI1,62.6,0.71,63.0,5.61,5.54,3.49,1883
4014,Premium,G,SI1,60.1,0.9,59.0,6.25,6.2,3.74,3326
4015,Ideal,D,SI1,62.3,0.53,56.0,5.18,5.15,3.22,1683
4016,Very Good,F,VVS2,59.5,0.56,61.0,5.36,5.33,3.18,2236
4017,Fair,G,I1,66.3,2.03,56.0,7.81,7.75,5.16,6377
4018,Very Good,F,SI1,62.9,0.3,57.0,4.25,4.27,2.68,500
4019,Premium,E,SI1,61.8,0.37,58.0,4.64,4.59,2.85,833
4020,Good,I,VS2,63.9,0.7,65.0,5.6,5.56,3.56,2268
4021,Ideal,F,IF,60.2,1.33,57.0,7.12,7.17,4.3,18435
4022,Good,E,VVS2,62.7,0.29,62.0,4.19,4.23,2.64,617
4023,Very Good,E,VS1,61.9,0.31,56.0,4.32,4.37,2.69,636
4024,Ideal,H,SI2,61.8,1.54,57.0,7.43,7.35,4.57,6095
4025,Premium,I,VVS1,60.1,0.32,61.0,4.45,4.4,2.66,756
4026,Premium,H,SI2,62.0,1.01,60.0,6.39,6.25,3.92,3507
4027,Ideal,G,VVS1,61.7,0.32,56.0,4.4,4.42,2.72,814
4028,Premium,J,I1,61.5,2.0,59.0,8.11,8.06,4.97,5051
4029,Fair,F,SI2,65.1,1.0,55.0,6.26,6.23,4.07,3265
4030,Very Good,I,I1,59.3,2.04,61.0,8.25,8.3,4.91,8257
4031,Ideal,E,VS2,61.0,1.02,56.0,6.53,6.51,3.98,8225
4032,Good,I,VS1,63.9,0.31,56.0,4.3,4.28,2.74,628
4033,Very Good,D,SI2,61.5,0.31,60.0,4.31,4.34,2.66,462
4034,Ideal,F,VVS1,59.8,0.52,59.0,5.21,5.25,3.13,2251
4035,Very Good,H,SI2,62.1,1.21,60.0,6.77,6.82,4.22,5190
4036,Very Good,H,SI1,63.4,1.08,57.0,6.54,6.51,4.14,5286
4037,Ideal,I,IF,62.2,0.4,56.0,4.71,4.75,2.94,982
4038,Ideal,E,VS2,60.2,0.36,56.0,4.65,4.62,2.79,1080
4039,Ideal,F,VS1,61.8,0.25,57.0,4.07,4.09,2.52,436
4040,Ideal,H,SI1,60.5,0.92,57.0,6.27,6.32,3.81,4325
4041,Ideal,G,SI2,62.5,0.32,55.0,4.37,4.4,2.74,421
4042,Ideal,E,SI2,62.7,1.09,55.9,6.52,6.58,4.11,6852
4043,Premium,G,VS2,61.9,1.13,58.0,6.7,6.67,4.14,7151
4044,Ideal,I,SI1,62.5,1.0,56.0,6.38,6.41,4.0,4649
4045,Very Good,F,SI1,59.1,0.9,59.0,6.3,6.35,3.74,4498
4046,Premium,H,VS2,62.5,0.3,59.0,4.28,4.23,2.66,608
4047,Ideal,G,VVS1,61.6,1.06,57.0,6.53,6.55,4.03,8488
4048,Ideal,J,VS2,61.8,0.7,53.0,5.73,5.76,3.55,1874
4049,Good,E,SI1,63.6,0.3,57.0,4.22,4.24,2.69,526
4050,Ideal,G,VS2,61.4,0.32,56.0,4.37,4.39,2.69,561
4051,Ideal,E,IF,61.8,0.31,54.0,4.36,4.38,2.7,1214
4052,Very Good,I,VVS1,61.7,0.33,61.0,4.43,4.45,2.74,608
4053,Ideal,D,SI1,62.1,0.9,57.0,6.18,6.25,3.86,4523
4054,Very Good,E,VS1,60.9,0.78,57.0,5.94,5.88,3.59,3420
4055,Premium,J,VS2,61.5,2.01,60.0,8.13,8.07,4.98,13572
4056,Premium,F,SI2,62.0,1.06,59.0,6.57,6.52,4.06,4656
4057,Very Good,G,SI2,63.2,1.51,55.0,7.32,7.27,4.61,8574
4058,Ideal,E,VS2,61.8,0.32,55.0,4.43,4.4,2.73,900
4059,Ideal,J,VVS1,62.2,1.5,59.0,7.3,7.32,4.55,9814
4060,Premium,F,VVS2,61.8,0.5,56.0,5.15,5.11,3.17,2160
4061,Premium,D,VS2,62.0,0.91,58.0,6.15,6.2,3.83,5259
4062,Premium,E,VS2,60.7,0.54,56.0,5.32,5.29,3.22,1760
4063,Very Good,D,SI1,58.5,0.5,60.0,5.13,5.19,3.02,1436
4064,Premium,F,SI2,62.6,0.9,62.0,6.06,6.01,3.78,3210
4065,Premium,E,VVS2,59.3,0.51,59.0,5.25,5.17,3.09,2419
4066,Good,H,SI1,63.8,2.18,57.0,8.24,8.17,5.23,12825
4067,Premium,H,SI1,61.5,1.0,58.0,6.45,6.37,3.94,4788
4068,Ideal,F,VVS1,61.9,0.3,56.0,4.3,4.33,2.67,814
4069,Ideal,G,SI2,61.6,0.97,56.0,6.31,6.39,3.91,4743
4070,Very Good,J,VS2,62.6,2.02,58.0,8.03,8.1,5.05,13499
4071,Ideal,G,VVS2,62.4,1.27,53.3,6.94,6.95,4.33,10342
4072,Very Good,I,SI1,62.0,1.63,54.0,7.6,7.67,4.73,9090
4073,Ideal,F,VVS1,61.5,0.32,56.0,4.39,4.42,2.71,803
4074,Ideal,G,VVS1,60.7,0.46,57.0,4.98,5.03,3.04,1453
4075,Premium,E,VS1,60.7,0.41,59.0,4.79,4.77,2.9,1030
4076,Premium,E,VS2,59.7,0.55,57.0,5.39,5.36,3.21,2112
4077,Ideal,D,VS2,61.8,0.51,55.0,5.16,5.1,3.17,1882
4078,Ideal,G,IF,60.9,0.3,57.0,4.29,4.32,2.62,895
4079,Premium,I,SI1,60.8,2.06,60.0,8.25,8.16,4.99,15494
4080,Ideal,G,VS2,61.3,1.17,56.0,6.79,6.81,4.17,7413
4081,Premium,E,VS1,61.8,0.41,58.0,4.75,4.73,2.93,1153
4082,Very Good,E,VVS2,62.4,1.04,58.0,6.46,6.4,4.01,8748
4083,Ideal,G,VS2,62.6,0.5,57.0,5.11,5.05,3.18,1424
4084,Very Good,E,VVS2,62.8,1.04,58.0,6.42,6.45,4.04,9705
4085,Ideal,G,VVS1,59.5,0.31,56.0,4.43,4.41,2.63,1046
4086,Ideal,E,VS2,61.4,1.15,57.0,6.73,6.76,4.14,9967
4087,Very Good,G,VS2,63.1,0.31,58.0,4.35,4.3,2.73,698
4088,Very Good,D,SI1,61.7,0.71,56.0,5.68,5.8,3.54,2913
4089,Ideal,F,VVS1,61.1,0.32,56.0,4.45,4.42,2.71,1061
4090,Ideal,J,VS1,62.8,1.05,57.0,6.45,6.41,4.04,4116
4091,Very Good,F,VVS1,61.5,0.29,56.0,4.26,4.3,2.63,563
4092,Ideal,I,SI1,62.4,1.26,56.0,6.93,6.85,4.3,5645
4093,Ideal,D,SI2,62.0,1.02,58.0,6.4,6.51,4.0,5235
4094,Ideal,F,VVS1,61.7,0.72,56.0,5.73,5.77,3.55,3795
4095,Ideal,F,VS2,61.1,0.3,56.0,4.31,4.33,2.64,605
4096,Premium,H,SI1,62.3,1.17,57.0,6.75,6.71,4.19,5004
4097,Premium,D,VS1,61.0,0.66,58.0,5.67,5.57,3.43,2861
4098,Good,E,SI1,63.8,1.71,58.0,7.54,7.48,4.79,12224
4099,Good,E,SI2,58.9,1.51,61.0,7.54,7.5,4.43,10884
4100,Ideal,D,SI1,61.3,1.08,56.0,6.63,6.72,4.09,6203
4101,Ideal,F,VS2,61.3,0.52,57.0,5.22,5.19,3.19,1624
4102,Premium,D,VS1,60.7,0.3,58.0,4.36,4.34,2.64,848
4103,Very Good,H,VS2,58.9,0.31,61.0,4.43,4.46,2.62,457
4104,Very Good,H,SI1,58.7,0.31,60.0,4.43,4.47,2.61,435
4105,Ideal,E,SI1,61.8,0.4,56.0,4.71,4.74,2.92,737
4106,Premium,D,SI2,59.5,1.0,62.0,6.52,6.49,3.87,4626
4107,Ideal,J,SI1,62.5,1.2,55.0,6.84,6.79,4.26,4536
4108,Ideal,H,VS2,60.7,0.37,58.0,4.64,4.68,2.83,603
4109,Premium,E,SI2,62.4,0.5,59.0,5.09,5.0,3.15,1097
4110,Good,F,VS1,63.1,0.26,57.0,4.04,4.07,2.56,499
4111,Ideal,D,SI2,61.4,1.14,56.0,6.77,6.69,4.13,5650
4112,Good,E,SI1,62.7,0.7,61.0,5.59,5.67,3.53,2239
4113,Good,F,SI1,63.9,0.41,56.0,4.68,4.74,3.01,755
4114,Ideal,I,VS1,61.2,0.31,55.0,4.37,4.39,2.68,507
4115,Very Good,F,SI2,62.0,0.9,59.0,6.2,6.1,3.81,3977
4116,Very Good,E,VS2,63.5,0.5,54.0,5.08,5.03,3.21,1629
4117,Ideal,D,VS2,61.8,0.43,56.0,4.83,4.81,2.98,1129
4118,Very Good,F,VS1,58.4,1.0,63.0,6.58,6.47,3.81,6021
4119,Premium,E,VS1,62.7,0.7,57.0,5.68,5.64,3.55,2818
4120,Good,I,VS2,63.8,1.12,55.0,6.63,6.57,4.21,4853
4121,Very Good,F,VVS1,63.5,0.5,60.0,4.98,5.04,3.18,1978
4122,Premium,F,SI2,58.9,0.6,59.0,5.55,5.52,3.26,1378
4123,Very Good,E,VVS2,60.0,0.51,58.0,5.2,5.23,3.13,2365
4124,Premium,H,SI1,60.0,1.04,58.0,6.59,6.52,3.93,3902
4125,Very Good,F,VS2,62.3,1.22,57.0,6.8,6.84,4.25,8575
4126,Premium,E,SI1,61.0,0.7,57.0,5.73,5.68,3.48,2777
4127,Premium,H,VS2,60.8,0.7,58.0,5.71,5.68,3.46,2218
4128,Premium,D,VS2,61.5,1.55,58.0,7.51,7.48,4.61,16137
4129,Ideal,D,SI1,61.9,0.5,57.0,5.08,5.06,3.14,1654
4130,Ideal,J,VS2,62.2,1.4,57.0,7.17,7.08,4.43,6633
4131,Ideal,J,VVS2,61.7,0.38,54.6,4.65,4.69,2.89,670
4132,Premium,F,VVS2,61.9,0.5,58.0,5.1,5.07,3.15,2160
4133,Ideal,F,VS2,62.7,0.8,54.0,5.91,5.95,3.72,3429
4134,Ideal,I,VS1,60.9,0.32,56.7,4.41,4.44,2.69,529
4135,Fair,G,VVS2,65.2,0.74,58.0,5.7,5.6,3.69,2959
4136,Very Good,H,SI1,63.3,0.7,58.0,5.61,5.64,3.56,2048
4137,Fair,I,SI1,64.8,0.72,54.0,5.69,5.67,3.68,1799
4138,Very Good,D,VS2,62.9,0.23,57.0,3.92,3.97,2.48,402
4139,Ideal,F,VS2,61.5,0.6,56.0,5.43,5.47,3.35,2358
4140,Premium,H,SI2,61.7,0.71,59.0,5.76,5.72,3.54,1567
4141,Premium,H,SI2,59.5,0.9,60.0,6.32,6.29,3.75,2927
4142,Ideal,E,SI1,62.3,0.7,56.0,5.68,5.62,3.52,1758
4143,Ideal,H,SI2,61.2,1.7,56.0,7.71,7.64,4.7,9444
4144,Ideal,F,I1,62.1,0.7,57.0,5.67,5.64,3.52,1928
4145,Ideal,F,VS2,60.3,0.27,56.0,4.21,4.25,2.55,470
4146,Premium,G,VS1,61.0,0.5,59.0,5.14,5.09,3.12,1746
4147,Ideal,H,VVS2,61.0,0.52,57.0,5.16,5.2,3.16,1749
4148,Ideal,E,VS2,61.3,0.32,56.0,4.41,4.46,2.72,612
4149,Very Good,H,SI1,63.8,0.8,56.0,5.85,5.91,3.75,2739
4150,Ideal,E,SI2,60.8,0.91,56.0,6.29,6.25,3.81,3898
4151,Good,D,SI1,63.2,0.41,57.0,4.73,4.77,3.0,738
4152,Premium,F,VS2,61.1,1.62,60.0,7.57,7.56,4.62,14961
4153,Premium,H,SI1,63.0,0.32,59.0,4.37,4.33,2.74,591
4154,Ideal,H,VS2,62.2,1.2,55.0,6.76,6.85,4.23,6956
4155,Good,D,SI1,61.6,0.7,62.0,5.67,5.72,3.51,2570
4156,Ideal,E,VS1,60.4,0.53,57.0,5.27,5.26,3.18,1772
4157,Premium,D,SI1,60.9,0.31,60.0,4.38,4.39,2.67,571
4158,Very Good,D,IF,62.5,0.56,59.0,5.26,5.3,3.3,4025
4159,Good,F,VS2,62.4,0.38,54.3,4.6,4.65,2.89,899
4160,Ideal,H,IF,60.5,0.33,56.0,4.54,4.52,2.74,959
4161,Very Good,F,VVS1,61.9,0.42,58.0,4.77,4.82,2.97,1391
4162,Fair,D,SI1,66.0,0.7,56.0,5.45,5.52,3.62,2093
4163,Ideal,E,VS2,61.8,0.41,54.0,4.79,4.76,2.95,999
4164,Very Good,G,VS2,63.1,0.71,54.0,5.64,5.7,3.58,2574
4165,Ideal,F,SI2,61.7,0.82,53.0,6.12,6.0,3.74,2867
4166,Premium,F,VS2,60.8,0.32,58.0,4.44,4.41,2.69,828
4167,Premium,H,SI1,61.1,1.02,58.0,6.51,6.46,3.96,5084
4168,Premium,E,SI1,62.4,0.41,58.0,4.75,4.77,2.97,755
4169,Ideal,G,SI2,61.3,1.13,57.0,6.73,6.67,4.11,4712
4170,Very Good,J,VVS2,63.3,1.5,56.0,7.18,7.29,4.58,8391
4171,Ideal,E,VS1,61.2,0.73,57.0,5.85,5.8,3.57,3620
4172,Very Good,G,VVS2,59.7,0.3,63.0,4.34,4.37,2.6,638
4173,Ideal,I,VS1,62.8,1.5,57.0,7.24,7.28,4.56,9533
4174,Ideal,I,SI1,62.5,1.22,56.0,6.82,6.79,4.25,5124
4175,Premium,E,VS2,63.0,0.51,59.0,5.08,5.05,3.19,1709
4176,Very Good,J,VS2,60.0,0.32,61.0,4.45,4.49,2.68,393
4177,Premium,F,VS1,62.6,1.0,58.0,6.4,6.37,4.0,7244
4178,Ideal,E,VVS1,61.5,0.31,56.0,4.34,4.37,2.68,853
4179,Very Good,H,SI2,63.8,0.7,59.0,5.6,5.63,3.58,1807
4180,Very Good,D,SI1,63.1,0.59,61.0,5.35,5.3,3.36,1771
4181,Premium,F,SI1,61.6,0.36,60.0,4.54,4.61,2.82,600
4182,Premium,E,SI2,60.4,1.0,62.0,6.52,6.42,3.91,4014
4183,Good,F,VS1,58.0,0.5,61.0,5.18,5.23,3.02,1415
4184,Good,I,SI1,60.0,0.71,64.0,5.71,5.79,3.45,1651
4185,Ideal,H,IF,61.5,0.65,55.0,5.6,5.62,3.45,3065
4186,Very Good,E,VVS2,59.3,0.43,59.0,4.95,4.97,2.94,1291
4187,Ideal,G,VS1,61.9,1.31,56.0,7.03,7.13,4.38,10099
4188,Ideal,E,SI1,61.9,0.82,56.0,6.0,6.02,3.72,3966
4189,Premium,J,VS2,60.9,0.4,62.0,4.76,4.73,2.89,765
4190,Ideal,I,SI2,61.2,2.09,57.0,8.27,8.19,5.04,13933
4191,Ideal,F,SI1,61.9,0.3,54.0,4.33,4.36,2.69,475
4192,Premium,G,SI1,60.6,0.9,57.0,6.28,6.2,3.78,4455
4193,Very Good,G,SI2,63.1,0.8,59.0,5.85,5.78,3.67,2451
4194,Ideal,D,VS1,60.9,0.73,55.0,5.83,5.86,3.56,3937
4195,Very Good,I,SI2,62.8,2.05,56.0,8.1,8.12,5.09,14071
4196,Ideal,I,VVS1,62.3,0.71,56.0,5.7,5.73,3.56,2606
4197,Very Good,F,VS2,63.3,0.27,58.0,4.08,4.1,2.59,470
4198,Good,D,VS2,63.6,0.71,54.0,5.7,5.75,3.64,4289
4199,Ideal,J,VS2,61.7,2.05,54.9,8.16,8.24,5.05,14111
4200,Ideal,I,SI1,60.2,0.71,60.0,5.77,5.79,3.48,2319
4201,Ideal,H,VVS2,62.5,0.31,55.0,4.37,4.34,2.72,802
4202,Premium,F,VVS1,59.4,1.14,59.0,6.87,6.8,4.06,11654
4203,Very Good,J,VS2,61.7,1.61,59.0,7.46,7.51,4.62,7703
4204,Premium,H,VS1,60.9,1.65,62.0,7.58,7.51,4.6,9314
4205,Premium,E,SI1,62.7,1.09,58.0,6.6,6.55,4.12,5237
4206,Premium,E,SI1,62.3,0.53,60.0,5.27,5.17,3.25,1307
4207,Ideal,G,IF,61.6,0.54,57.0,5.22,5.27,3.23,2361
4208,Premium,H,VS2,60.4,1.25,59.0,6.96,6.92,4.19,7378
4209,Ideal,D,VS1,60.9,0.71,58.0,5.72,5.78,3.5,3716
4210,Ideal,F,IF,62.3,0.3,55.0,4.29,4.31,2.68,886
4211,Premium,F,VS2,60.5,0.36,60.0,4.55,4.61,2.77,726
4212,Ideal,D,VS2,62.1,0.33,55.0,4.46,4.43,2.76,1002
4213,Ideal,G,SI1,61.9,0.31,55.0,4.38,4.41,2.72,493
4214,Very Good,I,VS2,61.5,0.31,55.0,4.34,4.36,2.68,442
4215,Ideal,I,SI2,61.8,1.25,56.0,6.92,6.94,4.28,5259
4216,Premium,E,VS2,62.5,0.48,61.0,5.01,4.97,3.12,1323
4217,Very Good,G,VS1,63.2,0.91,58.0,6.15,6.07,3.86,4209
4218,Premium,H,VS2,62.1,1.59,58.0,7.42,7.48,4.63,11333
4219,Very Good,G,SI2,62.6,0.96,59.0,6.18,6.29,3.9,3723
4220,Fair,H,SI2,68.7,2.0,55.0,7.9,7.67,5.35,9549
4221,Very Good,H,VS2,62.5,1.01,57.0,6.37,6.44,4.0,4821
4222,Ideal,I,SI2,60.6,1.23,57.0,6.97,6.88,4.2,4805
4223,Ideal,D,VVS2,62.9,0.3,56.0,4.29,4.27,2.69,965
4224,Ideal,E,SI1,62.7,0.37,54.0,4.6,4.55,2.87,833
4225,Ideal,F,VVS1,62.1,0.38,55.0,4.66,4.71,2.91,1096
4226,Premium,J,VS2,61.6,1.02,58.0,6.4,6.35,3.93,3513
4227,Ideal,D,VS1,60.6,0.4,56.0,4.78,4.82,2.91,1003
4228,Premium,G,SI1,61.0,1.65,58.0,7.66,7.62,4.66,11864
4229,Premium,I,SI1,61.3,2.14,61.0,8.32,8.28,5.09,15913
4230,Good,E,VVS1,60.8,0.24,64.0,3.97,3.99,2.42,492
4231,Ideal,D,VS2,61.2,0.56,56.0,5.3,5.35,3.26,1963
4232,Ideal,H,SI1,62.9,0.73,56.0,5.79,5.75,3.63,2269
4233,Ideal,I,VS2,62.6,0.55,57.0,5.21,5.23,3.27,1393
4234,Very Good,E,VS2,62.8,0.33,56.0,4.41,4.45,2.78,723
4235,Premium,F,VS1,60.4,0.7,60.0,5.73,5.7,3.45,2879
4236,Very Good,E,SI2,62.0,1.6,57.0,7.47,7.54,4.65,9900
4237,Premium,D,SI2,62.6,1.14,58.0,6.64,6.58,4.14,4520
4238,Ideal,J,SI1,62.8,1.02,54.0,6.46,6.43,4.05,3856
4239,Premium,F,SI2,60.5,1.12,59.0,6.73,6.79,4.09,4570
4240,Premium,E,VS2,59.6,0.71,60.0,5.85,5.8,3.47,2902
4241,Ideal,F,IF,61.6,0.31,56.0,4.35,4.38,2.69,901
4242,Very Good,E,SI2,63.1,0.85,58.0,6.02,6.0,3.79,2966
4243,Premium,G,VS2,61.8,0.7,60.0,5.67,5.63,3.49,2479
4244,Very Good,F,VVS1,61.8,0.27,56.0,4.15,4.17,2.57,682
4245,Very Good,E,SI2,60.5,1.05,58.0,6.55,6.6,3.98,4797
4246,Premium,I,SI1,62.3,0.31,59.0,4.29,4.32,2.68,408
4247,Premium,D,SI2,62.9,0.67,56.0,5.65,5.6,3.54,1819
4248,Very Good,G,VS1,61.9,0.38,54.0,4.65,4.69,2.89,693
4249,Premium,I,VS1,61.1,2.0,58.0,8.11,8.08,4.95,17436
4250,Ideal,D,SI2,62.4,0.33,57.0,4.39,4.42,2.75,492
4251,Ideal,J,IF,61.8,0.46,56.0,4.98,4.95,3.07,1221
4252,Premium,E,SI1,60.8,0.9,59.0,6.24,6.19,3.78,4385
4253,Very Good,J,SI1,60.1,0.73,62.0,5.85,5.9,3.53,2031
4254,Good,G,VS1,63.5,0.3,58.0,4.21,4.26,2.69,565
4255,Very Good,H,VS2,62.1,0.4,56.0,4.72,4.75,2.94,746
